,Title,Published_date,Views,Likes,Comments,Month,ID
86,PUBG: Funny & WTF Moments Ep. 555,2020-06-03T17:00:12Z,155628,4223,155,Jun,Z2afmD-O21w
87,PUBG: Funny & WTF Moments Ep. 554,2020-05-31T17:00:06Z,273806,5768,89,May,BlQMcNptvMg
88,PUBG: Funny & WTF Moments Ep. 553,2020-05-29T17:00:31Z,153315,4412,106,May,d3vKgeNBs-k
89,PUBG: Funny & WTF Moments Ep. 552,2020-05-27T17:00:32Z,165379,4692,116,May,sP7OOjCTK44
90,PUBG: Funny & WTF Moments Ep. 551,2020-05-24T07:00:23Z,269891,6407,128,May,wB5GacQFlAY
91,PUBG: Funny & WTF Moments Ep. 550,2020-05-22T17:00:07Z,156482,4506,75,May,J47DO3a7yfA
92,PUBG: Funny & WTF Moments Ep. 549,2020-05-20T17:00:08Z,201700,4372,101,May,KEPWeIo1o7c
93,PUBG: Funny & WTF Moments Ep. 548,2020-05-18T17:00:16Z,122602,3409,77,May,eU80XA8H4tU
94,PUBG: Funny & WTF Moments Ep. 547,2020-05-16T18:14:45Z,58904,2171,82,May,w-R8mFslXPw
95,PUBG: Funny & WTF Moments Ep. 546,2020-05-14T17:00:19Z,465292,10286,190,May,j9WuZ_q_j2E
96,BEST PUBG MOMENTS OF APRIL (2020),2020-05-12T07:00:06Z,475816,10658,215,May,F9FaQQZdsLE
97,PUBG: Funny & WTF Moments Ep. 545,2020-05-10T17:00:33Z,402052,8143,174,May,vge4yr1aQVc
98,PUBG: Funny & WTF Moments Ep. 544,2020-05-08T17:00:05Z,102218,2867,112,May,5MScwQt02AY
99,PUBG: Funny & WTF Moments Ep. 543,2020-05-06T17:00:30Z,194351,4332,84,May,hjjDaDT_tZs
100,PUBG: Funny & WTF Moments Ep. 542,2020-05-04T17:00:07Z,214054,4839,86,May,LRrm6_0PbAM
101,PUBG: Funny & WTF Moments Ep. 541,2020-05-02T17:00:05Z,134954,3191,96,May,KIw5JREWARo
102,PUBG: Funny & WTF Moments Ep. 540,2020-04-30T17:00:31Z,200031,4459,93,Apr,ZCRdZxGg7LM
103,PUBG: Funny & WTF Moments Ep. 539,2020-04-28T17:00:00Z,143850,3540,162,Apr,2ZXSqEfsWEg
104,PUBG: Funny & WTF Moments Ep. 538,2020-04-26T17:00:16Z,163272,3869,129,Apr,JeWwWNcqJK8
105,PUBG: Funny & WTF Moments Ep. 537,2020-04-24T17:00:32Z,142938,3684,143,Apr,nQTMdfbMNoY
106,PUBG: Funny & WTF Moments Ep. 536,2020-04-22T17:00:18Z,224789,5079,214,Apr,lOBJ5glTjTs
107,PUBG: Funny & WTF Moments Ep. 535,2020-04-20T17:00:16Z,261439,5001,151,Apr,ejKaViIfayU
108,PUBG: Funny & WTF Moments Ep. 534,2020-04-18T17:00:24Z,173867,3638,79,Apr,Siit6ZA8txI
109,PUBG: Funny & WTF Moments Ep. 533,2020-04-16T17:00:14Z,162438,3746,199,Apr,SSIFgsq7CEQ
110,PUBG: Funny & WTF Moments Ep. 532,2020-04-14T17:00:26Z,148909,3467,112,Apr,ZBoKKsJczeM
111,PUBG: Funny & WTF Moments Ep. 531,2020-04-12T17:00:10Z,170323,3454,88,Apr,_eLRo1Flwks
112,PUBG: Funny & WTF Moments Ep. 530,2020-04-10T17:00:02Z,141381,3270,130,Apr,5_GI8BxIpPg
113,BEST PUBG MOMENTS OF MARCH (2020),2020-04-08T17:00:32Z,156638,3812,155,Apr,xx5aEoZUpP8
114,PUBG: Funny & WTF Moments Ep. 529,2020-04-06T17:00:00Z,172152,3654,150,Apr,apOZe4sE4IA
115,PUBG: Funny & WTF Moments Ep. 528,2020-04-04T17:00:06Z,217303,4682,192,Apr,QKwdU03WHsc
116,PUBG: Funny & WTF Moments Ep. 527,2020-04-02T17:00:26Z,242857,4828,134,Apr,em79Q_jPpPU
117,PUBG: Funny & WTF Moments Ep. 526,2020-03-31T17:00:22Z,252842,4596,121,Mar,sPEvTu_qaFk
118,PUBG: Funny & WTF Moments Ep. 525,2020-03-28T17:00:12Z,206158,4029,100,Mar,W3rrroXzpsg
119,PUBG: Funny & WTF Moments Ep. 524,2020-03-26T18:51:31Z,190797,3954,133,Mar,IVv3AGjWi8g
120,PUBG: Funny & WTF Moments Ep. 523,2020-03-25T17:00:27Z,177212,3782,201,Mar,rSin35MOv48
